tree_type,workload,n,queries,paint_count,query_count,centroid_build_ms,centroid_run_ms,naive_bfs_run_ms,lca_build_ms,lca_run_ms,speedup_vs_naive,speedup_vs_lca,centroid_memory_bytes,naive_memory_bytes,lca_memory_bytes,speedup_vs_naive_mean,centroid_run_ms_mean,naive_bfs_run_ms_mean,speedup_vs_naive_std,centroid_run_ms_std,naive_bfs_run_ms_std
random,read_heavy,22200,50000,485.0,49515.0,85.343,3.698,989.533,1.874,984.153,288.177,289.982,3354624.0,111000.0,1532824.0,290.56333333333333,3.315666666666667,948.4846666666667,24.24474030245185,1.1866315069697642,303.06065769798187
random,read_heavy,22300,50000,483.0,49517.0,70.617,3.776,823.057,1.885,913.351,174.911,182.793,3248128.0,111500.0,1539724.0,176.94533333333334,4.556333333333334,766.0416666666666,40.041277331440526,2.075595416581308,221.25010751711133
random,read_heavy,22400,50000,490.0,49510.0,79.739,4.96,989.869,1.822,928.555,110.87,128.021,823296.0,112000.0,1546624.0,152.46433333333334,11.071666666666667,877.2620000000001,137.95825883336357,11.816218190831334,288.0318797581268
random,read_heavy,22500,50000,497.0,49503.0,82.998,3.413,780.933,2.019,945.179,243.861,276.902,4001792.0,112500.0,1553524.0,249.87,3.284333333333333,825.2273333333334,24.645183525386873,0.543544233097301,195.64889221851817
random,read_heavy,22600,50000,507.0,49493.0,90.965,4.681,940.935,1.425,1017.967,245.456,223.916,548864.0,113000.0,1560424.0,215.45566666666664,15.008333333333333,863.0996666666666,178.24417785816547,20.86053873545296,331.62402466849915
random,read_heavy,22700,50000,522.0,49478.0,86.141,3.576,1120.505,2.17,951.339,238.75,231.307,3727360.0,113500.0,1567324.0,249.55033333333336,4.037,937.1866666666666,83.41356638061542,2.2797304665244966,395.7518428994784
random,read_heavy,22800,50000,491.0,49509.0,86.927,4.005,771.056,1.842,945.218,244.659,235.998,299008.0,114000.0,1574224.0,267.8106666666667,3.4616666666666664,835.5450000000001,89.15621687988637,1.8160188141462998,346.409220932411
random,read_heavy,22900,50000,463.0,49537.0,73.364,3.874,1044.969,2.086,1047.285,285.622,306.198,2164484.0,114500.0,1597440.0,304.85633333333334,3.189666666666666,913.5500000000001,63.57164095989134,1.4109976376072828,282.6967580659531
random,read_heavy,23000,50000,541.0,49459.0,74.079,3.416,752.151,2.042,934.997,281.214,273.695,3719168.0,115000.0,1588024.0,295.746,3.0263333333333335,829.2616666666667,83.79051180175473,1.5028773513940963,346.65799920142234
random,read_heavy,23100,50000,491.0,49509.0,90.236,3.808,833.592,2.385,971.871,205.521,187.909,2188524.0,115500.0,1594924.0,205.028,4.342,876.6073333333334,14.135949101492981,2.043028878895255,361.8815011261744
random,read_heavy,23200,50000,504.0,49496.0,109.042,3.868,896.548,1.941,954.074,338.808,271.716,3301376.0,116000.0,1601824.0,308.77366666666666,3.1056666666666666,913.0576666666667,73.29777718548723,1.4193859000755689,389.5609694545045
random,read_heavy,23300,50000,512.0,49488.0,80.872,3.528,822.562,2.116,1008.441,233.179,285.872,3211264.0,116500.0,1608724.0,257.14166666666665,3.5340000000000003,780.8676666666667,92.76501733591888,2.1230063589165247,254.14071787168095
random,read_heavy,23400,50000,529.0,49471.0,81.431,3.821,905.925,1.979,950.114,228.216,239.347,2215736.0,102400.0,1615624.0,244.073,3.507,879.7366666666667,76.78448410323533,0.6770132938133491,385.58807414433005
random,read_heavy,23500,50000,521.0,49479.0,89.588,3.363,967.166,1.956,965.165,251.178,286.995,4243456.0,117500.0,1622524.0,227.60766666666666,3.360666666666667,787.2743333333334,74.61396998105202,0.624503269273535,341.0058714807318
random,read_heavy,23600,50000,495.0,49505.0,96.987,3.408,1107.309,1.508,996.811,279.877,292.534,278528.0,118000.0,1629424.0,266.542,3.595666666666667,889.061,66.10407948833414,2.2533686634311163,421.22406148272205
random,read_heavy,23700,50000,498.0,49502.0,90.567,3.561,884.26,1.984,974.335,272.434,297.415,2772992.0,118500.0,1636324.0,270.91366666666664,2.8683333333333336,776.2373333333334,21.889134526822513,1.2292962756525918,340.59647296226274
random,read_heavy,23800,50000,506.0,49494.0,85.558,3.606,925.872,1.703,930.658,239.589,224.97,573440.0,119000.0,1643224.0,257.22266666666667,3.357666666666667,853.3083333333334,69.57026413873483,1.4544876532075937,392.0339762703398
random,read_heavy,23900,50000,491.0,49509.0,82.543,3.603,1002.638,2.013,958.572,297.507,280.256,823296.0,119500.0,1650124.0,291.26033333333334,3.0236666666666667,877.0499999999998,11.244812018585888,1.4196141494551728,410.7415558572082
random,read_heavy,24000,50000,490.0,49510.0,74.369,3.492,947.53,2.021,994.364,271.351,269.562,577536.0,120000.0,1657024.0,255.053,3.357666666666667,882.0696666666666,35.94049821580107,1.1245338293414446,389.02919129845935
random,read_heavy,24100,50000,500.0,49500.0,81.057,3.646,939.751,2.031,1067.01,284.662,292.684,1130496.0,120500.0,1663924.0,288.4433333333333,3.5063333333333335,984.076,32.72127916713121,1.9772031593473984,535.1639834938445
random,read_heavy,24200,50000,498.0,49502.0,98.673,3.464,1077.97,2.088,925.38,328.265,267.119,3035136.0,121000.0,1670824.0,316.6136666666667,3.610333333333333,960.808,126.60673280806728,2.1602204362826805,255.95353283750543
random,read_heavy,24300,50000,495.0,49505.0,86.728,3.679,932.949,2.098,1029.947,243.115,243.93,3223552.0,121500.0,1677724.0,234.65066666666667,3.481666666666667,828.8546666666666,24.327172386722918,0.8562279680863817,265.4704604929395
random,read_heavy,24400,50000,510.0,49490.0,110.588,5.085,948.319,1.992,986.391,186.497,199.794,3817472.0,122000.0,1684624.0,230.35466666666665,4.229666666666667,828.641,87.07496117905153,2.539436420415627,331.61480329894806
random,read_heavy,24500,50000,510.0,49490.0,88.309,3.893,945.797,1.816,1039.481,242.973,267.04,864256.0,122500.0,1691524.0,203.51200000000003,5.358333333333333,843.4926666666667,79.67653664034351,4.717874238821265,406.4825455715575
random,read_heavy,24600,50000,489.0,49511.0,84.842,4.315,874.579,2.229,1024.955,202.693,188.815,2360264.0,123000.0,1698424.0,184.91166666666666,4.466,858.0613333333334,34.68391479249903,1.6257678186014137,426.62038835987823
random,read_heavy,24700,50000,525.0,49475.0,86.544,3.747,899.028,2.119,1015.149,239.952,270.945,1691648.0,123500.0,1705324.0,274.719,3.493,865.9196666666667,78.41998410481857,1.8610456738081416,297.4576382585147
random,read_heavy,24800,50000,517.0,49483.0,85.317,3.403,950.585,1.687,989.239,222.454,178.125,823296.0,124000.0,1712224.0,216.811,4.341,962.8993333333333,65.49806964331086,2.227410828742646,562.3266354658414
random,read_heavy,24900,50000,482.0,49518.0,97.371,3.687,1362.716,2.481,1055.495,286.9,222.219,4182016.0,124500.0,1719124.0,314.41266666666667,3.6966666666666668,1188.9563333333333,121.88554990782677,1.0485334202271919,568.9127239483516
random,read_heavy,25000,50000,510.0,49490.0,88.328,3.642,1114.678,2.429,1127.757,170.869,170.816,2455280.0,125000.0,1726024.0,210.63266666666667,4.573333333333333,906.7443333333334,82.99579266645588,2.431660406663178,379.2537299755051
random,read_heavy,25100,50000,512.0,49488.0,105.954,3.534,843.805,2.244,996.234,292.661,281.892,2430308.0,125500.0,1732924.0,297.84999999999997,3.035,910.3793333333333,61.846976183157075,1.0096568724076511,399.6639903297937
random,read_heavy,25200,50000,493.0,49507.0,94.895,3.929,1018.297,1.973,1122.429,260.523,285.714,2501240.0,126000.0,1739824.0,278.7256666666667,3.3876666666666666,916.0106666666667,32.67338314795901,1.3163135391438219,281.97878360318765
random,read_heavy,25300,50000,507.0,49493.0,96.711,3.757,932.881,2.052,1055.408,248.305,238.872,2195456.0,126500.0,1746724.0,235.72866666666664,3.66,903.236,74.87487751130773,0.8108631203846921,453.3500270486371
random,read_heavy,25400,50000,483.0,49517.0,87.624,3.613,993.412,2.38,1071.236,239.909,271.223,3645440.0,127000.0,1753624.0,234.34966666666665,3.8770000000000002,863.8776666666668,43.66622997618795,2.291434485207901,400.34657586437953
random,read_heavy,25500,50000,516.0,49484.0,97.08,3.531,1193.29,2.207,1009.518,228.063,285.91,4390912.0,127500.0,1760524.0,246.4126666666667,4.041,915.5523333333334,88.66520383066478,2.8267187691738984,495.9918373021206
random,read_heavy,25600,50000,478.0,49522.0,90.775,4.541,933.424,2.303,1179.019,264.109,285.096,1097728.0,128000.0,1767424.0,272.024,3.5303333333333335,876.3699999999999,74.80123061153472,1.8307783408521452,354.8270650429586
random,read_heavy,25700,50000,511.0,49489.0,89.414,3.875,1097.392,2.103,1135.637,286.477,324.819,3919872.0,128500.0,1774324.0,309.0953333333333,3.0363333333333333,897.4653333333332,42.061048659458464,1.4656228482571272,361.00998046360615
random,read_heavy,25800,50000,499.0,49501.0,91.081,3.545,1099.363,1.508,1109.455,254.243,290.154,622592.0,129000.0,1781224.0,249.4766666666667,3.6173333333333333,918.5153333333334,63.16651361546981,0.7840065901083568,337.9331487977072
random,read_heavy,25900,50000,481.0,49519.0,89.763,3.508,1088.361,2.213,1064.761,236.277,201.241,622592.0,129500.0,1788124.0,245.168,4.121333333333333,962.2246666666666,61.11548431453359,1.871939724813097,297.7543047486188
random,read_heavy,26000,50000,493.0,49507.0,89.154,3.894,1432.852,1.651,1057.331,348.59,292.896,2523624.0,130000.0,1795024.0,333.36999999999995,3.414,1173.4660000000001,44.205817773229796,1.3144614866933153,545.7214280958739
random,read_heavy,26100,50000,489.0,49511.0,93.453,3.597,1092.237,1.946,1126.529,318.568,313.168,2475580.0,130500.0,1801924.0,328.16066666666666,3.1476666666666673,1009.8686666666667,30.476123840366146,1.2691293603621867,354.69447699158405
random,read_heavy,26200,50000,514.0,49486.0,103.057,3.727,1203.206,1.505,1021.647,322.809,274.098,1097728.0,131000.0,1808824.0,306.4826666666667,4.343666666666667,1145.6396666666667,86.12304534985591,3.2343945852869176,558.6245290625299
random,read_heavy,26300,50000,502.0,49498.0,88.408,3.593,1506.626,2.415,1036.289,410.688,288.443,1376256.0,131500.0,1815724.0,353.45,4.061,1250.8593333333336,106.73563234459243,2.8400684850897524,559.2110179192944
random,read_heavy,26400,50000,511.0,49489.0,90.148,3.718,1002.812,2.266,1045.762,269.747,298.64,573440.0,132000.0,1822624.0,264.61133333333333,3.114333333333333,841.2563333333334,18.169270110087922,1.4360418981817118,423.760752170766
random,read_heavy,26500,50000,489.0,49511.0,88.913,3.667,1097.447,2.371,1105.729,186.031,200.788,2610628.0,132500.0,1829524.0,233.6916666666667,4.551666666666667,980.7833333333333,113.51222367803977,2.3645602832944084,421.8422548777367
random,read_heavy,26600,50000,503.0,49497.0,92.96,3.294,1237.37,2.291,1092.196,321.117,239.862,2590608.0,133000.0,1836424.0,329.4746666666667,3.503,1136.2646666666667,42.63142151434001,1.3387916193343907,363.9331440942598
random,read_heavy,26700,50000,502.0,49498.0,96.776,3.807,959.139,2.284,1179.021,251.934,309.69,3817472.0,133500.0,1843324.0,286.257,3.5423333333333336,920.6363333333334,74.0319542697611,1.9793161276898985,366.8983318377632
random,read_heavy,26800,50000,501.0,49499.0,113.099,3.746,1145.851,2.26,1112.557,305.854,296.967,2584480.0,134000.0,1850224.0,277.66633333333334,3.9623333333333335,993.6193333333334,66.84716556693583,2.5025227937689865,425.37427268739856
random,read_heavy,26900,50000,500.0,49500.0,94.402,3.518,926.329,2.293,1096.042,370.608,311.597,274432.0,134500.0,1857124.0,347.1266666666667,3.1933333333333334,1076.321,74.85224866584392,1.5408703168447802,549.1258496273873
random,read_heavy,27000,50000,517.0,49483.0,93.376,3.699,1354.973,1.94,1084.452,366.298,333.309,1474560.0,135000.0,1864024.0,352.1513333333333,3.033333333333333,1095.0573333333332,28.16606428547185,1.4326082274415897,567.6765105589039
random,read_heavy,27100,50000,485.0,49515.0,92.14,3.651,1089.013,2.086,1036.273,308.004,283.864,831488.0,135500.0,1870924.0,319.17833333333334,3.169,1018.6469999999999,28.16895213410208,0.9433763829988537,347.46252228981473
random,read_heavy,27200,50000,509.0,49491.0,94.858,3.705,1095.165,2.349,1074.926,322.841,326.883,2597520.0,136000.0,1877824.0,342.9583333333333,2.961,962.7243333333332,60.03359747119384,1.3655650844979892,347.5994113938246
random,read_heavy,27300,50000,485.0,49515.0,96.367,3.998,1245.219,2.541,1110.087,225.779,201.278,4792320.0,136500.0,1884724.0,275.652,4.158,1144.0020000000002,101.50330032565445,1.2844956208566847,483.4525612477403
random,read_heavy,27400,50000,516.0,49484.0,95.038,3.844,1077.31,2.464,1101.543,280.258,286.562,1372160.0,137000.0,1891624.0,260.09366666666665,4.328333333333333,1006.3539999999999,63.88744653164135,2.825803307615966,422.2690854514454
random,read_heavy,27500,50000,511.0,49489.0,92.397,4.019,1259.133,2.399,1154.643,226.643,209.857,2610316.0,137500.0,1898524.0,224.6883333333333,4.605666666666667,1048.5216666666668,89.57699627880659,1.3827253282316534,493.4518064829972
random,read_heavy,27600,50000,506.0,49494.0,107.975,3.789,1262.137,2.513,1149.325,335.745,303.292,1486848.0,138000.0,1905424.0,311.4816666666666,3.5446666666666666,1027.0293333333332,66.18800272204417,1.9241700375313338,416.05436135958644
random,read_heavy,27700,50000,490.0,49510.0,99.269,3.913,1489.513,2.447,1009.072,380.667,257.883,4186112.0,138500.0,1912324.0,323.69399999999996,4.2603333333333335,1280.8773333333331,175.80133960524873,0.8406576790426252,547.1554733677928
random,read_heavy,27800,50000,508.0,49492.0,120.096,3.954,1261.543,2.456,1222.999,340.09,331.781,4136960.0,139000.0,1919224.0,341.06466666666665,3.1923333333333335,1091.3773333333331,22.54480699259438,1.5182747884797845,535.9319125041288
random,read_heavy,27900,50000,526.0,49474.0,93.629,4.381,1215.902,2.004,1138.493,338.658,259.853,274432.0,139500.0,1926124.0,318.6123333333333,3.9593333333333334,1253.6063333333334,35.58965097234495,2.3105398359113685,776.3674713976194
random,read_heavy,28000,50000,518.0,49482.0,96.733,3.69,1094.64,2.508,1121.255,296.667,267.47,2596864.0,140000.0,1933024.0,340.6793333333333,3.401,1004.7386666666667,131.76386888799723,1.7722615495462286,238.73616223214555
random,read_heavy,28100,50000,483.0,49517.0,99.608,3.766,1142.097,2.522,1054.6,303.281,280.047,2048000.0,140500.0,1939924.0,287.5743333333333,3.8463333333333334,1024.138,57.184345605535576,2.1986009945720784,411.7065819889209
random,read_heavy,28200,50000,502.0,49498.0,98.153,4.149,1133.15,2.412,1180.695,241.383,284.58,3375104.0,141000.0,1946824.0,239.95899999999997,4.034666666666666,980.6176666666667,40.43780895399748,0.723309292995281,288.0317527709981
random,read_heavy,28300,50000,496.0,49504.0,107.987,3.762,1128.518,1.979,1165.434,302.189,267.891,4370432.0,141500.0,1953724.0,267.594,3.981333333333333,983.3316666666666,71.0646787018699,1.9900857602961066,300.80902531395793
random,read_heavy,28400,50000,511.0,49489.0,113.443,3.657,1117.333,2.074,1088.733,305.508,297.688,1781760.0,142000.0,1960624.0,281.851,3.5493333333333332,1028.3806666666667,112.63937409716019,0.3733313988045116,490.86007447167
random,read_heavy,28500,50000,506.0,49494.0,96.379,4.366,1115.632,2.413,1210.127,255.545,277.19,1372160.0,142500.0,1967524.0,310.35266666666666,3.6626666666666665,1014.6223333333334,97.78048322816437,1.9040547085977688,337.81118957538
random,read_heavy,28600,50000,512.0,49488.0,107.167,3.928,1112.971,2.552,1253.095,267.595,239.086,1372160.0,143000.0,1974424.0,242.1816666666667,4.457666666666666,1114.427,58.223872675504275,1.561398838648644,548.0264506180336
random,read_heavy,28700,50000,506.0,49494.0,102.225,4.018,1150.509,2.652,1224.851,293.487,304.826,2613248.0,143500.0,1981324.0,296.06666666666666,3.69,1081.2606666666668,11.256423336625755,1.976518150688225,565.5928927880312
random,read_heavy,28800,50000,515.0,49485.0,122.667,3.928,992.623,2.458,1053.427,344.937,356.798,4673536.0,144000.0,1988224.0,314.64000000000004,3.391,1021.0016666666667,88.23776923177512,1.5604124454771566,472.6174394003393
random,read_heavy,28900,50000,479.0,49521.0,104.513,4.077,1460.009,2.576,1127.512,358.144,276.581,823296.0,144500.0,1995124.0,386.479,3.6903333333333332,1487.1933333333334,148.83236539476218,0.7579797710581285,786.0131438114335
random,read_heavy,29000,50000,498.0,49502.0,98.296,3.921,1279.276,2.534,1188.682,373.499,303.181,1372160.0,145000.0,2002024.0,404.9786666666667,3.9126666666666665,1471.2840000000003,98.28706115421974,2.3905108937909767,802.7539671013778
random,read_heavy,29100,50000,509.0,49491.0,104.59,3.424,1166.085,2.853,1164.614,239.267,211.011,1249280.0,145500.0,2008924.0,262.349,4.441333333333334,1148.2486666666666,69.65205902914862,2.3142656142572164,557.3605866513468
random,read_heavy,29200,50000,487.0,49513.0,100.892,3.926,1279.204,3.396,1208.602,325.772,307.83,2865768.0,146000.0,2015824.0,292.17266666666666,4.079666666666667,1104.214,58.230396884559674,2.5389900222988926,511.570992097871
random,read_heavy,29300,50000,476.0,49524.0,119.398,4.311,1434.204,1.487,1182.009,212.727,175.32,1646592.0,146500.0,2022724.0,265.92466666666667,4.702,1233.4403333333332,100.34558128952831,1.875324238631816,540.8298659563222
random,read_heavy,29400,50000,472.0,49528.0,103.575,4.646,1393.545,2.303,1077.093,303.729,272.502,2910752.0,147000.0,2029624.0,307.60999999999996,3.7159999999999997,1147.5276666666666,10.206763786822918,1.7432128384107317,549.6627745321066
random,read_heavy,29500,50000,476.0,49524.0,118.429,3.982,1309.557,2.585,1179.765,330.02,296.968,1376256.0,147500.0,2036524.0,335.2236666666667,3.4766666666666666,1107.84,58.16234835641809,1.5203477672339751,353.4161506963144
random,read_heavy,29600,50000,501.0,49499.0,107.047,4.016,995.311,2.664,1217.131,247.812,303.04,4657152.0,148000.0,2043424.0,235.78633333333335,7.049666666666667,1038.1733333333334,128.4374349803566,7.569085303610557,535.7659485972707
random,read_heavy,29700,50000,490.0,49510.0,102.824,4.549,1166.7,2.716,1171.068,303.29,300.274,2093056.0,148500.0,2050324.0,366.54566666666665,3.6963333333333335,1142.51,172.38911272563973,1.8543681763159479,250.10192083228785
random,read_heavy,29800,50000,481.0,49519.0,106.149,4.011,1587.183,2.524,1176.779,394.028,292.143,548864.0,149000.0,2057224.0,346.46433333333334,3.6523333333333334,1307.1653333333334,98.93068051081693,0.6360081236378455,544.8818949335107
random,read_heavy,29900,50000,479.0,49521.0,119.576,5.669,1075.953,3.305,1204.802,174.847,201.188,1921024.0,149500.0,2064124.0,218.57666666666668,5.667999999999999,1204.328,151.92338222384774,0.4865007708113113,747.8286684201136
random,read_heavy,30000,50000,515.0,49485.0,108.649,3.695,1274.357,2.625,1111.965,295.729,258.044,2948048.0,150000.0,2071024.0,319.95033333333333,3.4116666666666666,1116.4123333333334,76.00778826760674,1.067581066398863,479.47289037059574
random,update_heavy,300,50000,25049.0,24951.0,0.7,1.945,7.566,0.033,23.101,4.746,12.577,17772.0,1500.0,13628.0,5.789000000000001,1.5543333333333333,7.735666666666667,2.670874201455396,0.7177425257941272,1.41912731399735
random,update_heavy,400,50000,24921.0,25079.0,1.144,2.654,8.574,0.037,5.626,3.366,2.091,24680.0,2000.0,18128.0,3.314666666666666,2.469333333333333,8.171666666666667,0.11126694627486344,0.3523809491634488,1.0849701992835254
random,update_heavy,500,50000,24970.0,25030.0,1.251,2.044,9.425,0.036,42.873,4.192,16.585,32308.0,2500.0,22628.0,4.252,2.166,9.234666666666667,0.33307806892679065,0.6013543048819057,2.6805727621785107
random,update_heavy,600,50000,25066.0,24934.0,2.025,2.055,8.71,0.051,9.161,3.786,3.345,38560.0,3000.0,29528.0,3.7566666666666673,1.9576666666666664,7.528333333333333,0.4966501115809133,0.8342693410004549,3.5827607139374145
random,update_heavy,700,50000,25038.0,24962.0,1.776,2.093,9.001,0.06,76.154,4.3,31.903,47380.0,3500.0,34428.0,4.485666666666667,1.8726666666666667,8.677333333333333,0.46892892140849435,1.0322888807564157,5.429739987635996
random,update_heavy,800,50000,25042.0,24958.0,1.939,2.138,8.882,0.058,49.907,3.931,21.21,53200.0,4000.0,39328.0,3.7390000000000003,1.9673333333333334,7.060666666666667,0.6728684864072619,1.0979933211697297,3.415968579090465
random,update_heavy,900,50000,25033.0,24967.0,2.139,1.261,9.021,0.062,18.468,6.553,9.623,61748.0,4500.0,44228.0,6.239333333333334,1.4506666666666668,8.315333333333333,2.0376874964854976,0.6942120233281283,2.338756150891609
random,update_heavy,1000,50000,25074.0,24926.0,1.134,0.882,9.332,0.074,31.437,4.089,13.293,69384.0,5000.0,49128.0,7.0566666666666675,1.5446666666666669,8.287666666666667,5.96641637277632,1.2238898370904685,4.603222385822059
random,update_heavy,1100,50000,24896.0,25104.0,1.65,1.383,11.108,0.043,46.836,5.211,21.972,76044.0,5500.0,58556.0,6.802333333333333,1.4373333333333334,9.888666666666667,3.671466373716819,0.669156434126829,6.027224596224479
random,update_heavy,1200,50000,25043.0,24957.0,3.231,2.905,8.018,0.088,43.899,3.322,16.566,82968.0,6000.0,63856.0,3.4789999999999996,2.2133333333333334,7.038999999999999,0.8514264501411734,1.2380526375454854,3.2162613388840153
random,update_heavy,1300,50000,25001.0,24999.0,2.312,2.602,11.052,0.077,31.87,4.344,13.298,93364.0,6500.0,69156.0,4.660666666666667,2.441666666666667,11.296,1.2963399759836667,0.7622534574098914,4.42305053102494
random,update_heavy,1400,50000,25093.0,24907.0,4.26,3.028,15.704,0.078,115.702,5.053,38.212,98296.0,7000.0,74456.0,4.617333333333334,2.493,12.208333333333334,1.0730211243649086,0.9967321606128698,6.6335714613873975
random,update_heavy,1500,50000,25008.0,24992.0,3.57,2.837,13.387,0.142,72.277,4.719,30.439,105556.0,7500.0,79756.0,4.718666666666667,2.1936666666666667,10.561,0.3025001377410148,1.1824793162391187,6.009894175441029
random,update_heavy,1600,50000,24930.0,25070.0,4.039,2.42,10.711,0.114,51.78,4.726,24.4,116352.0,8000.0,85056.0,4.792000000000001,2.0233333333333334,9.791333333333334,0.40307319434564237,1.0743985914609777,5.575677746546453
random,update_heavy,1700,50000,25087.0,24913.0,4.079,2.345,10.589,0.053,72.249,4.825,30.811,123196.0,8500.0,90356.0,5.04,2.0593333333333335,10.654333333333334,0.6583775512576351,1.1279646862084527,6.7482372019167585
random,update_heavy,1800,50000,24978.0,25022.0,2.793,1.853,11.628,0.13,115.525,6.107,62.335,131912.0,9000.0,95656.0,5.434666666666668,1.8229999999999997,10.004,1.5815796955365018,0.0994535067255047,3.2970222929182627
random,update_heavy,1900,50000,25062.0,24938.0,4.627,2.345,10.412,0.146,56.583,4.441,24.131,146644.0,9500.0,100956.0,4.533333333333333,1.922666666666667,8.604666666666667,0.17574508053807167,0.9451382614905257,4.037712760132069
random,update_heavy,2000,50000,25033.0,24967.0,5.123,2.038,11.327,0.139,78.065,4.9,42.512,149128.0,10000.0,106256.0,5.171666666666667,1.763,9.163666666666666,0.6729653284778742,0.8313428895467861,4.436946284702277
random,update_heavy,2100,50000,25002.0,24998.0,4.596,2.413,12.35,0.152,113.131,5.119,44.076,157132.0,10500.0,119956.0,5.3933333333333335,2.2943333333333333,12.058666666666667,1.3751779278818188,0.34754184400347143,1.2193872778298667
random,update_heavy,2200,50000,25011.0,24989.0,5.316,2.464,11.826,0.17,133.119,4.554,56.374,168376.0,11000.0,125656.0,7.550999999999999,1.9933333333333334,11.650666666666666,5.257781186013736,0.9734481667419859,0.3760217192308624
random,update_heavy,2300,50000,25089.0,24911.0,6.031,2.416,11.769,0.166,160.734,5.035,68.318,172332.0,11500.0,131356.0,5.014333333333333,1.9056666666666668,9.492666666666667,0.13419885742186236,0.9170290798733339,4.462542137989661
random,update_heavy,2400,50000,25016.0,24984.0,6.755,2.783,11.821,0.191,133.827,4.031,48.087,183264.0,12000.0,137056.0,7.614999999999999,2.198,11.851666666666667,6.41663837223199,1.1456111905878015,1.31726775309097
random,update_heavy,2500,50000,24964.0,25036.0,6.527,2.387,11.472,0.183,117.557,5.156,49.255,194620.0,12500.0,142756.0,7.040666666666667,1.945,11.496333333333332,4.005613602599898,0.83136454098067,1.1866871252918079
random,update_heavy,2600,50000,24982.0,25018.0,7.327,2.437,13.48,0.2,117.805,5.977,57.794,202584.0,13000.0,148456.0,5.915,2.0429999999999997,12.106333333333334,0.3570602190107436,1.1775211250758941,7.219192498703253
random,update_heavy,2700,50000,25053.0,24947.0,6.682,2.441,12.444,0.187,149.053,5.099,68.455,207852.0,13500.0,154156.0,5.065,1.9713333333333332,9.925666666666666,0.1148390177596441,0.9717233831360308,4.787158273269574
random,update_heavy,2800,50000,24977.0,25023.0,7.992,2.52,13.031,0.196,144.817,5.241,57.467,217024.0,14000.0,159856.0,4.793333333333333,2.5220000000000002,12.071,0.856292200906521,0.037040518354904246,2.027313739903125
random,update_heavy,2900,50000,25021.0,24979.0,7.074,1.681,12.583,0.212,128.336,5.269,77.848,81920.0,14500.0,165556.0,5.765666666666667,1.8793333333333333,10.188333333333333,1.9714929199298012,1.1108592770163705,4.818155490779986
random,update_heavy,3000,50000,24890.0,25110.0,8.702,2.508,19.389,0.244,133.018,6.768,48.987,230456.0,15000.0,171256.0,6.585999999999999,2.551,17.137666666666664,1.2460092295003273,0.7174670724151737,6.5460963431142165
random,update_heavy,3100,50000,24965.0,25035.0,8.098,2.424,17.007,0.223,111.739,6.676,43.86,244324.0,15500.0,176956.0,6.678999999999999,2.2826666666666666,15.409666666666666,0.90650372310322,0.35759940342977836,4.026110571424154
random,update_heavy,3200,50000,24903.0,25097.0,8.389,2.481,14.457,0.241,119.571,5.743,49.299,248576.0,16000.0,182656.0,5.815333333333332,1.9609999999999996,11.477333333333334,0.1872867676407846,0.9320171672238661,5.59775547280634
random,update_heavy,3300,50000,24988.0,25012.0,8.45,2.426,12.64,0.23,163.483,5.211,64.041,256004.0,16500.0,188356.0,5.234333333333333,2.333,12.302333333333332,0.5243894862917569,0.27840438214941937,2.611921578710458
random,update_heavy,3400,50000,24960.0,25040.0,9.249,2.305,14.304,0.239,135.45,6.483,58.753,265856.0,17000.0,194056.0,6.433,1.9443333333333335,12.012,0.9080330390464875,0.8924440225209272,4.53631888208931
random,update_heavy,3500,50000,24938.0,25062.0,8.201,2.548,14.798,0.264,132.025,5.404,51.489,273460.0,17500.0,199756.0,5.489333333333334,2.074666666666667,11.551666666666668,0.3665273977935802,0.9898658158221917,5.80650414047328
random,update_heavy,3600,50000,24964.0,25036.0,9.697,2.521,14.727,0.237,183.523,6.114,75.327,278048.0,18000.0,205456.0,5.935333333333333,2.045,11.967999999999998,0.3936817665746451,0.9708619881321958,5.3855513181103385
random,update_heavy,3700,50000,25152.0,24848.0,11.987,1.254,18.832,0.278,146.405,5.879,66.121,300652.0,18500.0,211156.0,8.834000000000001,1.8966666666666667,14.887666666666668,5.354617726784985,1.4297742246009797,8.574303722946448
random,update_heavy,3800,50000,24999.0,25001.0,10.062,2.759,15.391,0.28,143.232,5.117,51.918,299752.0,19000.0,216856.0,5.492999999999999,2.247666666666667,12.608333333333334,0.7566511745844313,1.1083105762074696,6.783487770559723
random,update_heavy,3900,50000,25019.0,24981.0,10.609,2.726,14.526,0.334,161.484,5.157,59.234,319364.0,19500.0,222556.0,5.308666666666666,2.436666666666667,12.975666666666667,0.3472957433274035,0.6290582908867296,3.615071553003252
random,update_heavy,4000,50000,24939.0,25061.0,11.586,2.558,15.087,0.285,147.405,5.545,57.621,322776.0,20000.0,228256.0,5.805,2.4086666666666665,14.020333333333333,0.4511995124110841,0.4080371715093287,2.8489223108630632
random,update_heavy,4100,50000,24899.0,25101.0,10.635,2.906,14.505,0.308,188.453,5.057,64.843,327492.0,20500.0,250356.0,5.252666666666666,2.2973333333333334,11.754666666666667,0.3974346906516008,1.1963830211656021,5.657344105968218
